"tcga_participant_barcode","gene","expression_log2","z.score","cohort","sample_type","protocol","geneID"
"TCGA-A7-A4SC","MTOR",10.3507949048,-0.601705199348,"BRCA","TP","RSEM",2475
"TCGA-A7-A4SB","MTOR",10.4247650825,-0.474710485844,"BRCA","TP","RSEM",2475
"TCGA-AQ-A0Y5","MTOR",10.8129462704,0.309776754129,"BRCA","TP","RSEM",2475
"TCGA-A8-A0A1","MTOR",10.8998422213,0.516226115608,"BRCA","TP","RSEM",2475
"TCGA-A8-A0A6","MTOR",10.5646859699,-0.215932115382,"BRCA","TP","RSEM",2475
"TCGA-A8-A0A7","MTOR",10.7013898153,0.0623303248638,"BRCA","TP","RSEM",2475
"TCGA-3C-AAAU","MTOR",11.1962561948,1.32179842275,"BRCA","TP","RSEM",2475
"TCGA-JL-A3YX","MTOR",10.1122364465,-0.969605932293,"BRCA","TP","RSEM",2475
"TCGA-AR-A251","MTOR",11.1512168147,1.18848068459,"BRCA","TP","RSEM",2475
"TCGA-AR-A252","MTOR",10.7735665933,0.220234584123,"BRCA","TP","RSEM",2475
"TCGA-AR-A254","MTOR",10.8116015569,0.306678645807,"BRCA","TP","RSEM",2475
"TCGA-AN-A0XU","MTOR",11.1122086832,1.0763315664,"BRCA","TP","RSEM",2475
"TCGA-AN-A0XS","MTOR",10.4887123193,-0.359551618268,"BRCA","TP","RSEM",2475
"TCGA-A2-A0YF","MTOR",9.67034590354,-1.50940786735,"BRCA","TP","RSEM",2475
"TCGA-A2-A0YE","MTOR",10.6039976336,-0.138595124265,"BRCA","TP","RSEM",2475
"TCGA-A2-A0YI","MTOR",9.97050814939,-1.16104628988,"BRCA","TP","RSEM",2475
"TCGA-A2-A0SY","MTOR",10.6290138482,-0.088272676489,"BRCA","TP","RSEM",2475
"TCGA-AO-A03U","MTOR",10.7542106627,0.177110616912,"BRCA","TP","RSEM",2475
"TCGA-A8-A07G","MTOR",10.8818933868,0.472557946076,"BRCA","TP","RSEM",2475
"TCGA-BH-A0B6","MTOR",10.1021482852,-0.983862960966,"BRCA","TP","RSEM",2475
"TCGA-A8-A07I","MTOR",11.5054577824,2.35853656295,"BRCA","TP","RSEM",2475
"TCGA-BH-A0BP","MTOR",10.3591349116,-0.587710289864,"BRCA","TP","RSEM",2475
"TCGA-B6-A2IU","MTOR",10.3384600717,-0.622255861317,"BRCA","TP","RSEM",2475
"TCGA-A8-A075","MTOR",10.3797868562,-0.552705178,"BRCA","TP","RSEM",2475
"TCGA-A7-A13D","MTOR",10.3319475664,-0.633035466734,"BRCA","TP","RSEM",2475
"TCGA-BH-A0BC","MTOR",10.3614210858,-0.583859836621,"BRCA","TP","RSEM",2475
"TCGA-BH-A0BC","MTOR",10.7401537218,0.146153194662,"BRCA","NT","RSEM",2475
"TCGA-BH-A0BA","MTOR",10.686664922,0.0310749222669,"BRCA","TP","RSEM",2475
"TCGA-BH-A0BA","MTOR",10.8547662537,0.407582148372,"BRCA","NT","RSEM",2475
"TCGA-D8-A27N","MTOR",10.9632746992,0.674979027331,"BRCA","TP","RSEM",2475
"TCGA-AO-A1KT","MTOR",10.249561721,-0.76528236113,"BRCA","TP","RSEM",2475
"TCGA-A2-A3XV","MTOR",10.1479981891,-0.918255156558,"BRCA","TP","RSEM",2475
"TCGA-A2-A3XW","MTOR",9.82012916943,-1.34462381122,"BRCA","TP","RSEM",2475
"TCGA-A2-A3XZ","MTOR",9.9012245701,-1.24800516252,"BRCA","TP","RSEM",2475
"TCGA-A2-A3XX","MTOR",10.4129712687,-0.495397383245,"BRCA","TP","RSEM",2475
"TCGA-A2-A3XY","MTOR",10.7164521831,0.0946338345123,"BRCA","TP","RSEM",2475
"TCGA-GM-A5PX","MTOR",9.71118186431,-1.46616485588,"BRCA","TP","RSEM",2475
"TCGA-AO-A1KQ","MTOR",9.83876492786,-1.32289897359,"BRCA","TP","RSEM",2475
"TCGA-C8-A3M8","MTOR",11.0922285844,1.0200520996,"BRCA","TP","RSEM",2475
"TCGA-C8-A1HI","MTOR",10.5369912019,-0.26916393827,"BRCA","TP","RSEM",2475
"TCGA-A2-A04N","MTOR",10.5711786742,-0.203303996646,"BRCA","TP","RSEM",2475
"TCGA-A2-A4RX","MTOR",11.047943411,0.898054472152,"BRCA","TP","RSEM",2475
"TCGA-A2-A0ST","MTOR",10.451717924,-0.426794247855,"BRCA","TP","RSEM",2475
"TCGA-A2-A0SU","MTOR",10.8443690178,0.383000433409,"BRCA","TP","RSEM",2475
"TCGA-A2-A0SV","MTOR",10.5471668682,-0.249724047955,"BRCA","TP","RSEM",2475
"TCGA-C8-A138","MTOR",9.95779564566,-1.17731634956,"BRCA","TP","RSEM",2475
"TCGA-EW-A6SD","MTOR",10.4067306375,-0.506275514422,"BRCA","TP","RSEM",2475
"TCGA-LL-A5YL","MTOR",8.91792219788,-2.12152512223,"BRCA","TP","RSEM",2475
"TCGA-LL-A5YM","MTOR",9.26313772014,-1.87981426009,"BRCA","TP","RSEM",2475
"TCGA-LL-A5YN","MTOR",9.62755868913,-1.55342300283,"BRCA","TP","RSEM",2475
"TCGA-AC-A3TM","MTOR",9.71094002314,-1.466424572,"BRCA","TP","RSEM",2475
"TCGA-A7-A0CJ","MTOR",10.8217597144,0.330153840697,"BRCA","TP","RSEM",2475
"TCGA-A7-A0CH","MTOR",10.8553946528,0.409073528917,"BRCA","TP","RSEM",2475
"TCGA-A7-A0CH","MTOR",10.4923805854,-0.352789571698,"BRCA","NT","RSEM",2475
"TCGA-A7-A0CE","MTOR",11.1617879395,1.2193987335,"BRCA","TP","RSEM",2475
"TCGA-A7-A0CE","MTOR",10.6409908589,-0.0638691582103,"BRCA","NT","RSEM",2475
"TCGA-OL-A66O","MTOR",9.62951399641,-1.55143991774,"BRCA","TP","RSEM",2475
"TCGA-E9-A2JS","MTOR",10.576866275,-0.192194986155,"BRCA","TP","RSEM",2475
"TCGA-OL-A97C","MTOR",10.1799426696,-0.87129681817,"BRCA","TP","RSEM",2475
"TCGA-AO-A03O","MTOR",11.1214995864,1.10276863418,"BRCA","TP","RSEM",2475
"TCGA-E2-A14Y","MTOR",10.9219747892,0.570826392906,"BRCA","TP","RSEM",2475
"TCGA-E2-A14T","MTOR",11.3135533351,1.68918138711,"BRCA","TP","RSEM",2475
"TCGA-E2-A14W","MTOR",10.4979465169,-0.342496494985,"BRCA","TP","RSEM",2475
"TCGA-E2-A14R","MTOR",10.0121666584,-1.10671386216,"BRCA","TP","RSEM",2475
"TCGA-D8-A3Z6","MTOR",10.4312195897,-0.463317174005,"BRCA","TP","RSEM",2475
"TCGA-E2-A15J","MTOR",11.1125270172,1.07723456515,"BRCA","TP","RSEM",2475
"TCGA-BH-A28O","MTOR",10.3617182528,-0.583358889512,"BRCA","TP","RSEM",2475
"TCGA-LL-A440","MTOR",10.563952035,-0.217356025192,"BRCA","TP","RSEM",2475
"TCGA-E9-A3Q9","MTOR",10.1381780924,-0.93248297872,"BRCA","TP","RSEM",2475
"TCGA-LL-A6FR","MTOR",9.70261512482,-1.47533828807,"BRCA","TP","RSEM",2475
"TCGA-A2-A0EV","MTOR",11.1083410373,1.06537635221,"BRCA","TP","RSEM",2475
"TCGA-A2-A0EU","MTOR",10.2133810641,-0.821015777093,"BRCA","TP","RSEM",2475
"TCGA-A2-A0EP","MTOR",10.1651251995,-0.89320780109,"BRCA","TP","RSEM",2475
