"tcga_participant_barcode","gene","expression_log2","z.score","cohort","sample_type","protocol","geneID"
"TCGA-LL-A6FP","AKT1","12.681506454",0.992390113805,"BRCA","TP","RSEM",207
"TCGA-LL-A6FP","IKBKB","11.7707826399",1.47695935067,"BRCA","TP","RSEM",3551
"TCGA-LL-A6FP","MYCN","6.38082120686",0.172512901741,"BRCA","TP","RSEM",4613
"TCGA-LL-A6FP","MYCL1","5.95800743316",-0.558464976334,"BRCA","TP","RSEM",4610
"TCGA-LL-A6FP","MYC","8.33050730965",-0.977088253804,"BRCA","TP","RSEM",4609
"TCGA-LL-A6FP","PRKAA2","8.97833379361",0.238180254752,"BRCA","TP","RSEM",5563
"TCGA-LL-A6FP","RB1","8.47647404043",-1.54006819822,"BRCA","TP","RSEM",5925
"TCGA-LL-A6FP","STK11","10.3555138585",0.657799291895,"BRCA","TP","RSEM",6794
"TCGA-LL-A6FP","TP53","10.6578466562",-0.0759978783986,"BRCA","TP","RSEM",7157
"TCGA-LL-A6FQ","AKT3","6.38150142173",-0.78287952829,"BRCA","TP","RSEM",10000
"TCGA-LL-A6FQ","AKT2","11.5902935224",0.225036576329,"BRCA","TP","RSEM",208
"TCGA-LL-A6FQ","AKT1","12.9991190919",1.77583420259,"BRCA","TP","RSEM",207
"TCGA-LL-A6FQ","IKBKB","10.7927129527",0.0498660534315,"BRCA","TP","RSEM",3551
"TCGA-LL-A6FQ","MYCN","2.61433292761",-0.355230818209,"BRCA","TP","RSEM",4613
"TCGA-LL-A6FQ","MYCL1","4.9582905416",-0.663393597401,"BRCA","TP","RSEM",4610
"TCGA-LL-A6FQ","MYC","8.78887686548",-0.920383353679,"BRCA","TP","RSEM",4609
"TCGA-LL-A6FQ","PRKAA2","6.20851725981",-0.489485583113,"BRCA","TP","RSEM",5563
"TCGA-LL-A6FQ","RB1","9.19698392609",-1.10532663606,"BRCA","TP","RSEM",5925
"TCGA-LL-A6FQ","STK11","11.582115819",4.38622290866,"BRCA","TP","RSEM",6794
"TCGA-LL-A6FQ","TP53","10.2604093855",-0.516085962295,"BRCA","TP","RSEM",7157
"TCGA-E9-A3HO","AKT3","10.4075363057",0.890096366857,"BRCA","TP","RSEM",10000
"TCGA-E9-A3HO","AKT2","11.6700873788",0.361840746867,"BRCA","TP","RSEM",208
"TCGA-E9-A3HO","AKT1","11.5473091269",-0.739538761037,"BRCA","TP","RSEM",207
